Index;m_in;m_out;Direction;Surf_Dir;Surf_Dip;Type ;Structural ;F_Az;F_Dip;F_Quadramt;F_Pitch ;F_F;Q;Filling;Aperture_txt;Ap_min;F_Ap;Ap_max;Extent_Raw;Ext_min;Ext_max;Hmin;F_H;Hmax;Lmin;F_L;Lmax;Rock_Type;Comments;Outcrop Name;Out_Code;Outcrop Zone
617;0;0;N;0;0;After WNW;N;145;65;E;;F2;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline WNW side
618;0;0;N;0;0;After WNW;N;45;25;SE;;F1;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline WNW side
619;0;0;N;0;0;After WNW;N;65;85;NW;;F1;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline WNW side
620;0;0;N;0;0;After WNW;N;175;30;W;;F5;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline WNW side
621;0;0;N;0;0;After WNW;N;45;85;SE;;F1;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline WNW side
622;0;0;N;0;0;After WNW;N;50;85;N;;F1;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline WNW side
623;0;0;N;0;0;After WNW;N;135;75;E;;F2;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline WNW side
624;0;0;N;0;0;After SES;N;50;85;N;;F1;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline SES side
625;0;0;N;0;0;After SES;N;170;40;W;;F5;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline SES side
626;0;0;N;0;0;After SES;N;170;40;W;;F5;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline SES side
627;0;0;N;0;0;After SES;N;170;70;E;;F5;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline SES side
628;0;0;N;0;0;After SES;N;80;75;S;;F7;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline SES side
629;0;0;N;0;0;After SES;N;65;89;N;;F1;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline SES side
630;0;0;N;0;0;After SES;N;90;75;N;;F4;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline SES side
631;0;0;N;0;0;After SES;N;135;40;E;;F2;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline SES side
632;0;0;N;0;0;After SES;N;140;50;E;;F2;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline SES side
633;0;0;N;0;0;After SES;N;150;45;E;;F5;1;;;0;0;0;;;;0;0;;0;0;;Limestone;Bat interpretation;San Antonio T.;nan;After scanline SES side
